OBJECTID_1,NEIGHBOURHOOD_NAME,HOOD_158,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_2024,ASSAULT_2025,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,ASSAULT_RATE_2024,ASSAULT_RATE_2025,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_2024,AUTOTHEFT_2025,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,AUTOTHEFT_RATE_2024,AUTOTHEFT_RATE_2025,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_2024,BIKETHEFT_2025,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BIKETHEFT_RATE_2024,BIKETHEFT_RATE_2025,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_2024,BREAKENTER_2025,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,BREAKENTER_RATE_2024,BREAKENTER_RATE_2025,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_2024,HOMICIDE_2025,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,HOMICIDE_RATE_2024,HOMICIDE_RATE_2025,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_2024,ROBBERY_2025,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,ROBBERY_RATE_2024,ROBBERY_RATE_2025,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_2024,SHOOTING_2025,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,SHOOTING_RATE_2024,SHOOTING_RATE_2025,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_2024,THEFTFROMMV_2025,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTFROMMV_RATE_2024,THEFTFROMMV_RATE_2025,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_2024,THEFTOVER_2025,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,THEFTOVER_RATE_2024,THEFTOVER_RATE_2025,POPULATION_2025,Shape__Area,Shape__Length
48,Islington,158,89,52,85,73,84,79,79,56,97,136,137,109,385.298065185547,223.415679931641,356.813018798828,302.39013671875,342.955139160156,318.934204101563,318.176330566406,225.952224731445,379.79638671875,509.706909179688,495.748138427734,389.605743408203,28,28,33,25,40,57,50,58,96,174,86,48,121.21736907959,120.300750732422,138.527404785156,103.558265686035,163.311965942383,230.117080688477,201.377426147461,234.021942138672,375.880981445313,652.125,311.199554443359,171.56950378418,14,12,7,6,5,7,13,8,4,8,9,13,60.6086845397949,51.5574645996094,29.3846015930176,24.853982925415,20.4139957427979,28.2599925994873,52.3581314086914,32.2788887023926,15.6617069244385,29.982759475708,32.5673980712891,46.466739654541,54,58,40,40,48,51,43,44,53,58,94,82,233.776351928711,249.194412231445,167.912017822266,165.693222045898,195.974365234375,205.894226074219,173.184585571289,177.533889770508,207.517623901367,217.375015258789,340.148376464844,293.097900390625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.57436466217041,19,13,20,25,15,15,16,11,26,12,17,11,82.2546463012695,55.8539199829102,83.9560089111328,103.558265686035,61.2419891357422,60.5571250915527,64.4407730102539,44.383472442627,101.801094055176,44.9741401672363,61.5161933898926,39.3180122375488,0,4,3,0,2,3,1,1,0,0,0,1,0,17.1858215332031,12.5934009552002,0,8.16559791564941,12.1114253997803,4.02754831314087,4.03486108779907,0,0,0,3.57436466217041,76,104,54,66,73,73,72,38,74,47,47,40,329.018585205078,446.831359863281,226.681213378906,273.393798828125,298.044342041016,294.711334228516,289.983489990234,153.324722290039,289.741577148438,176.148712158203,170.074188232422,142.974578857422,2,7,6,6,5,8,7,6,8,13,14,15,8.6583833694458,30.0751876831055,25.1868019104004,24.853982925415,20.4139957427979,32.2971343994141,28.1928386688232,24.2091674804688,31.323413848877,48.7219848632813,50.6603927612305,53.6154708862305,27977,6105215.07104492,13591.2857804698
49,Bendale South,157,59,71,78,101,71,68,79,61,39,73,74,79,549.757751464844,659.912658691406,706.77783203125,904.612609863281,627.652038574219,594.145935058594,691.829406738281,538.488708496094,342.105255126953,627.902954101563,631.345458984375,684.634704589844,10,12,8,11,14,19,8,15,22,25,33,34,93.1792755126953,111.534530639648,72.4900360107422,98.5221710205078,123.76237487793,166.011352539063,70.0586776733398,132.415252685547,192.982452392578,215.035263061523,281.545928955078,294.652923583984,4,2,7,2,0,1,0,3,3,2,0,1,37.2717094421387,18.5890884399414,63.4287796020508,17.913122177124,0,8.73744010925293,0,26.4830513000488,26.3157901763916,17.2028217315674,0,8.66626262664795,26,28,28,35,18,21,11,4,8,15,14,9,242.26611328125,260.247222900391,253.715118408203,313.479614257813,159.123062133789,183.486236572266,96.3306732177734,35.310733795166,70.1754379272461,129.02116394043,119.443733215332,77.9963607788086,1,0,1,0,0,0,0,0,0,0,0,0,9.31792736053467,0,9.06125450134277,0,0,0,0,0,0,0,0,0,15,17,14,13,5,6,3,7,5,20,10,11,139.768920898438,158.007247924805,126.857559204102,116.435287475586,44.2008476257324,52.4246406555176,26.2720031738281,61.7937850952148,43.8596496582031,172.028213500977,85.3169555664063,95.3288879394531,1,0,2,1,0,0,3,2,1,1,1,1,9.31792736053467,0,18.1225090026855,8.95656108856201,0,0,26.2720031738281,17.655366897583,8.77192974090576,8.60141086578369,8.53169536590576,8.66626262664795,15,29,16,46,26,37,24,26,28,24,14,38,139.768920898438,269.541778564453,144.980072021484,412.001800537109,229.84440612793,323.285278320313,210.176025390625,229.519775390625,245.614028930664,206.433853149414,119.443733215332,329.317962646484,2,2,4,3,0,1,1,0,1,2,2,1,18.6358547210693,18.5890884399414,36.2450180053711,26.8696823120117,0,8.73744010925293,8.75733470916748,0,8.77192974090576,17.2028217315674,17.0633907318115,8.66626262664795,11539,2543590.73510742,7242.17363603241
50,Caledonia-Fairbank,109,56,55,58,67,57,69,50,64,59,62,54,59,546.288146972656,537.739562988281,564.202331542969,645.534240722656,542.44384765625,651.558044433594,472.188110351563,607.614135742188,557.497863769531,576.368896484375,497.87939453125,552.330993652344,7,4,10,7,11,8,8,8,25,35,34,30,68.286018371582,39.1083297729492,97.2762680053711,67.4438781738281,104.682144165039,75.54296875,75.5501022338867,75.9517669677734,236.227905273438,325.369537353516,313.479614257813,280.846282958984,3,1,5,3,3,0,4,3,2,9,5,2,29.265438079834,9.7770824432373,48.6381340026855,28.9045181274414,28.5496768951416,0,37.7750511169434,28.4819145202637,18.8982334136963,83.6664505004883,46.0999450683594,18.7230854034424,28,18,13,10,9,9,10,10,6,14,10,13,273.144073486328,175.987487792969,126.459144592285,96.3483963012695,85.6490325927734,84.9858322143555,94.4376220703125,94.9397125244141,56.6946983337402,130.147811889648,92.1998901367188,121.700057983398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.29627227783203,0,0,11,9,12,9,9,15,7,2,4,3,5,8,107.306602478027,87.9937438964844,116.731513977051,86.7135543823242,85.6490325927734,141.64306640625,66.1063385009766,18.9879417419434,37.7964668273926,27.8888168334961,46.0999450683594,74.8923416137695,0,1,0,1,2,0,2,2,0,2,0,1,0,9.7770824432373,0,9.63484001159668,19.0331172943115,0,18.8875255584717,18.9879417419434,0,18.5925445556641,0,9.36154270172119,15,11,11,20,20,21,19,20,23,10,26,17,146.327194213867,107.547904968262,107.003890991211,192.696792602539,190.331176757813,198.300277709961,179.431488037109,189.879425048828,217.329681396484,92.9627227783203,239.719711303711,159.146224975586,5,1,1,1,1,2,2,5,2,2,1,2,48.7757301330566,9.7770824432373,9.72762680053711,9.63484001159668,9.51655864715576,18.8857421875,18.8875255584717,47.469856262207,18.8982334136963,18.5925445556641,9.21998882293701,18.7230854034424,10682,1544557.65722656,4956.20458595366
51,Briar Hill-Belgravia,108,79,92,81,75,93,88,83,71,101,91,108,112,534.976623535156,626.105895996094,550.271728515625,503.119354248047,614.632202148438,575.163391113281,540.188720703125,462.029022216797,647.560424804688,567.013549804688,659.1796875,684.512878417969,19,15,18,14,40,21,40,28,52,39,45,43,128.665267944336,102.082481384277,122.282608032227,93.9156112670898,264.357940673828,137.254898071289,260.331909179688,182.208633422852,333.3974609375,243.005798339844,274.658203125,262.804046630859,23,11,7,7,13,3,13,1,5,5,9,5,155.752685546875,74.8604888916016,47.5543479919434,46.9578056335449,85.9163284301758,19.6078433990479,84.6078720092773,6.50745105743408,32.057445526123,31.1545886993408,54.931640625,30.5586109161377,43,30,31,31,33,49,46,40,26,38,46,34,291.189819335938,204.164962768555,210.59782409668,207.955993652344,218.095306396484,320.261444091797,299.381713867188,260.298034667969,166.69873046875,236.774871826172,280.76171875,207.798553466797,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,6.7082576751709,0,0,0,6.50745105743408,6.41148948669434,0,12.20703125,0,25,13,28,23,25,31,10,16,15,23,8,12,169.296401977539,88.4714813232422,190.217391967773,154.289932250977,165.223709106445,202.614379882813,65.0829772949219,104.119216918945,96.1723403930664,143.311111450195,48.828125,73.3406677246094,0,0,2,4,1,4,2,0,8,1,1,2,0,0,13.5869569778442,26.8330307006836,6.60894870758057,26.1437911987305,13.0165958404541,0,51.2919158935547,6.23091793060303,6.103515625,12.2234449386597,32,36,32,33,33,36,66,60,43,53,65,24,216.699401855469,244.997955322266,217.391311645508,221.372512817383,218.095306396484,235.29411315918,429.547668457031,390.447052001953,275.694030761719,330.238647460938,396.728515625,146.681335449219,9,3,4,4,4,6,8,3,7,8,12,8,60.946704864502,20.4164962768555,27.1739139556885,26.8330307006836,26.4357948303223,39.2156867980957,52.0663833618164,19.5223522186279,44.8804244995117,49.8473434448242,73.2421875,48.8937797546387,16362,1827724.55981445,6289.0499925237
52,Oakwood Village,107,104,134,136,116,126,155,116,98,154,107,137,152,477.611938476563,617.426147460938,622.169372558594,528.425659179688,570.368041992188,699.553161621094,526.124816894531,448.451019287109,692.165954589844,466.088775634766,583.251708984375,646.698425292969,18,11,24,11,30,36,24,30,66,61,49,47,82.6636047363281,50.6842384338379,109.794593811035,50.1093292236328,135.801910400391,162.476867675781,108.853408813477,137.28092956543,296.642547607422,265.714172363281,208.608291625977,199.965957641602,15,20,17,14,6,12,13,11,12,10,9,12,68.8863372802734,92.1531600952148,77.7711715698242,63.7755088806152,27.1603813171387,54.1589584350586,58.9622650146484,50.3363380432129,53.9350090026855,43.559700012207,38.3158073425293,51.0551414489746,25,29,23,41,19,49,32,35,39,36,47,25,114.810562133789,133.622085571289,105.219818115234,186.771133422852,86.0078735351563,221.149078369141,145.137878417969,160.161071777344,175.288772583008,156.814910888672,200.093658447266,106.364875793457,2,0,0,0,0,2,2,0,0,0,2,0,9.18484497070313,0,0,0,0,9.02649307250977,9.07111740112305,0,0,0,8.51462364196777,0,33,18,31,25,18,41,22,12,22,13,14,3,151.549942016602,82.9378433227539,141.818008422852,113.884841918945,81.4811477661133,185.043106079102,99.7822952270508,54.9123687744141,98.8808517456055,56.6276092529297,59.602367401123,12.7637853622437,1,3,11,2,10,13,6,3,3,2,4,1,4.59242248535156,13.8229742050171,50.3225212097168,9.1107873916626,45.2673034667969,58.6722030639648,27.2133522033691,13.7280921936035,13.4837522506714,8.71193981170654,17.0292472839355,4.25459480285645,26,39,26,62,35,50,48,55,47,45,27,33,119.402984619141,179.698654174805,118.944145202637,282.434387207031,158.435562133789,225.662322998047,217.706817626953,251.681686401367,211.245452880859,196.018646240234,114.947425842285,140.401626586914,2,2,2,5,2,2,3,8,5,3,9,3,9.18484497070313,9.21531581878662,9.14954948425293,22.7769680023193,9.0534610748291,9.02649307250977,13.6066761016846,36.6082458496094,22.4729194641113,13.0679092407227,38.3158073425293,12.7637853622437,23504,2219372.56640625,6334.9036099945
53,Humewood-Cedarvale,106,34,49,53,41,44,45,42,49,39,53,49,78,231.339721679688,333.832946777344,356.950439453125,275.463592529297,294.452239990234,301.063751220703,283.343444824219,334.745178222656,258.209747314453,336.081176757813,299.694183349609,471.641082763672,12,6,17,22,21,17,25,33,60,54,32,22,81.6493148803711,40.8775024414063,114.493537902832,147.809722900391,140.534027099609,113.735198974609,168.656814575195,225.440628051758,397.245758056641,342.422332763672,195.718658447266,133.026962280273,27,51,18,13,19,13,29,16,23,13,16,6,183.710968017578,347.458770751953,121.228446960449,87.3421096801758,127.149833679199,86.9739761352539,195.641906738281,109.304550170898,152.277542114258,82.4350051879883,97.8593292236328,36.2800827026367,31,39,27,39,34,28,49,19,32,38,29,35,210.927398681641,265.703765869141,181.842666625977,262.026336669922,227.531280517578,187.328567504883,330.567352294922,129.79914855957,211.864410400391,240.963851928711,177.370025634766,211.633819580078,0,1,0,1,0,0,0,0,0,0,0,0,0,6.81291723251343,0,6.71862411499023,0,0,0,0,0,0,0,0,4,10,5,7,4,11,6,3,5,1,2,7,27.216438293457,68.1291732788086,33.6745681762695,47.0303688049316,26.7683868408203,73.5933609008789,40.4776344299316,20.4946022033691,33.1038131713867,6.34115409851074,12.2324161529541,42.3267631530762,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,6.71862411499023,0,0,0,0,6.62076282501221,0,0,12.0933609008789,82,58,40,34,59,48,62,39,38,26,29,18,557.93701171875,395.149200439453,269.396545410156,228.433212280273,394.833709716797,321.134674072266,418.268920898438,266.429840087891,251.588989257813,164.870010375977,177.370025634766,108.84024810791,3,3,5,5,7,3,6,2,2,3,10,3,20.4123287200928,20.4387512207031,33.6745681762695,33.5931205749512,46.8446769714355,20.0709171295166,40.4776344299316,13.6630687713623,13.2415256500244,19.0234622955322,61.1620788574219,18.1400413513184,16538,1871170.0637207,6036.12881602337
54,Lawrence Park North,105,27,26,24,36,22,37,46,44,35,32,58,44,178.950164794922,172.918334960938,159.797592163086,237.482681274414,143.490737915039,239.327301025391,297.715362548828,286.383758544922,223.428024291992,197.726150512695,350.304992675781,265.476043701172,23,22,14,27,39,17,24,46,84,86,39,16,152.439025878906,146.315505981445,93.2152633666992,178.112014770508,254.36994934082,109.96118927002,155.32975769043,299.401184082031,536.227233886719,531.389038085938,235.549911499023,96.5367431640625,8,10,14,20,14,23,17,19,13,6,5,5,53.0222702026367,66.5070495605469,93.2152633666992,131.934829711914,91.3122863769531,148.771026611328,110.025238037109,123.665710449219,82.987548828125,37.0736541748047,30.1987075805664,30.1677322387695,35,35,27,29,13,23,19,20,29,33,35,39,231.972427368164,232.774673461914,179.77229309082,191.30549621582,84.7899780273438,148.771026611328,122.969390869141,130.174438476563,185.126083374023,203.905090332031,211.39094543457,235.308319091797,1,0,0,0,0,0,0,0,0,0,0,0,6.62778377532959,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,2,7,12,8,6,6,11,7,0,39.9042282104492,26.6329307556152,39.5804481506348,13.0446128845215,45.2781372070313,77.6648788452148,52.0697746276855,38.3019485473633,37.0736541748047,66.4371566772461,42.2348251342773,1,0,0,0,0,0,0,0,1,0,0,0,6.62778377532959,0,0,0,0,0,0,0,6.38365793228149,0,0,0,63,35,23,38,39,56,46,27,28,33,29,29,417.550384521484,232.774673461914,153.139358520508,250.676162719727,254.36994934082,362.22509765625,297.715362548828,175.735488891602,178.742416381836,203.905090332031,175.152496337891,174.972854614258,4,5,3,6,4,4,1,1,3,7,9,3,26.5111351013184,33.2535247802734,19.9746990203857,39.5804481506348,26.089225769043,25.8732204437256,6.47207307815552,6.50872182846069,19.1509742736816,43.2525939941406,54.3576736450195,18.1006393432617,16574,2289920.91503906,6540.33799081589
55,Lawrence Park South,103,15,30,18,21,13,25,24,30,31,33,30,34,94.8047027587891,190.367416381836,115.067443847656,133.511352539063,82.0396347045898,157.242599487305,151.601287841797,191.20458984375,193.56852722168,199.528381347656,176.876358032227,200.188415527344,15,29,18,16,29,28,29,58,101,126,52,30,94.8047027587891,184.021835327148,115.067443847656,101.722930908203,183.011489868164,176.111709594727,183.18489074707,369.662200927734,630.658752441406,761.835632324219,306.585693359375,176.636840820313,6,11,12,18,14,11,32,17,7,6,5,3,37.9218826293945,69.801383972168,76.7116317749023,114.438301086426,88.3503723144531,69.1867446899414,202.135055541992,108.349266052246,43.7090225219727,36.277889251709,29.4793930053711,17.6636829376221,68,47,44,48,36,57,58,26,35,58,56,49,429.781311035156,298.242279052734,281.275970458984,305.168792724609,227.186676025391,358.513122558594,366.369781494141,165.710647583008,218.545120239258,350.686248779297,330.169219970703,288.5068359375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.89587879180908,0,3,6,2,5,5,15,12,7,8,7,14,6,18.9609413146973,38.0734825134277,12.7852716445923,31.7884159088135,31.5537052154541,94.3455581665039,75.8006439208984,44.6144027709961,49.9531707763672,42.3242034912109,82.5423049926758,35.3273658752441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,25,33,29,55,50,27,40,22,18,15,316.015686035156,126.911605834961,159.815887451172,209.80354309082,183.011489868164,345.933715820313,315.836029052734,172.084136962891,249.765838623047,133.018920898438,106.125816345215,88.3184204101563,5,3,1,2,3,8,12,2,5,6,13,7,31.6015682220459,19.0367412567139,6.39263582229614,12.7153663635254,18.932222366333,50.3176307678223,75.8006439208984,12.7469730377197,31.2207298278809,36.277889251709,76.6464233398438,41.215259552002,16984,3242395.98486328,9777.80193527985
56,Forest Hill North,102,32,37,30,40,40,42,44,40,52,61,49,57,246.723205566406,285.010009765625,227.842330932617,303.191101074219,302.000762939453,317.268463134766,334.906372070313,308.28515625,394.627014160156,449.786163330078,353.6884765625,412.266754150391,12,16,8,12,22,26,43,37,38,55,16,10,92.5212020874023,123.247573852539,60.7579536437988,90.9573287963867,166.10041809082,196.404296875,327.294860839844,285.163787841797,288.381256103516,405.544891357422,115.490112304688,72.3274993896484,17,41,13,9,7,20,24,5,2,3,9,3,131.071701049805,315.821899414063,98.7316741943359,68.2179946899414,52.8501319885254,151.080230712891,182.676208496094,38.53564453125,15.1779613494873,22.1206302642822,64.9631881713867,21.6982498168945,38,36,19,46,42,38,45,12,14,46,28,22,292.983795166016,277.307037353516,144.300140380859,348.669738769531,317.100799560547,287.052429199219,342.517883300781,92.4855499267578,106.245727539063,339.183013916016,202.107696533203,159.120498657227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.21813201904297,0,10,7,10,9,17,21,17,3,9,9,6,1,77.1010055541992,53.9208145141602,75.9474411010742,68.2179946899414,128.350326538086,158.634231567383,129.395645141602,23.1213874816895,68.3008270263672,66.3618927001953,43.3087921142578,7.23274993896484,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,7.55001878738403,7.55401134490967,0,7.70712900161743,0,0,14.4362640380859,0,36,18,13,40,34,32,57,39,11,35,21,11,277.563598632813,138.653518676758,98.7316741943359,303.191101074219,256.700653076172,241.728363037109,433.855987548828,300.578033447266,83.4787902832031,258.074035644531,151.580764770508,79.5602493286133,3,4,2,3,0,3,7,2,6,3,3,7,23.1303005218506,30.8118934631348,15.1894884109497,22.7393321990967,0,22.6620330810547,53.2805595397949,15.4142580032349,45.5338859558105,22.1206302642822,21.6543960571289,50.6292495727539,13826,1571697.35375977,5716.05836857332
57,Forest Hill South,101,21,11,10,27,12,27,25,16,31,43,36,24,189.839096069336,100.264335632324,90.5141220092773,241.222198486328,105.411102294922,234.639785766602,216.487701416016,138.672210693359,264.911987304688,357.588348388672,293.518127441406,196.463653564453,5,13,8,13,24,20,37,74,81,95,28,13,45.1997833251953,118.494209289551,72.4112930297852,116.144020080566,210.822204589844,173.807250976563,320.401794433594,641.359008789063,692.189392089844,790.020812988281,228.291885375977,106.417816162109,9,11,9,8,16,8,23,21,7,11,9,5,81.3596115112305,100.264335632324,81.4627075195313,71.4732437133789,140.548141479492,69.5228958129883,199.168685913086,182.007278442383,59.8188362121582,91.4760894775391,73.3795318603516,40.9299278259277,48,18,27,66,42,35,33,25,26,75,53,40,433.917907714844,164.068908691406,244.388122558594,589.654235839844,368.938873291016,304.162689208984,285.763763427734,216.675338745117,222.184234619141,623.700622558594,432.123931884766,327.439422607422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,7,15,5,2,0,1,7,9,27.1198692321777,9.11493968963623,18.1028232574463,44.6707763671875,61.4898109436035,130.355438232422,43.2975425720215,17.3340263366699,0,8.31600856781006,57.0729713439941,73.6738739013672,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,8.93415546417236,0,0,0,0,0,8.31600856781006,8.15328216552734,0,25,11,15,18,25,30,47,27,28,15,18,16,225.998916625977,100.264335632324,135.771179199219,160.814788818359,219.606460571289,260.710876464844,406.996887207031,234.009353637695,239.275344848633,124.740127563477,146.759063720703,130.975769042969,5,5,5,8,2,4,6,3,10,3,9,9,45.1997833251953,45.5746955871582,45.2570610046387,71.4732437133789,17.5685176849365,34.7614479064941,51.9570503234863,26.0010395050049,85.4554748535156,24.9480247497559,73.3795318603516,73.6738739013672,12216,2479878.58349609,7188.77972337365
58,Yonge-Eglinton,100,53,62,66,64,59,90,91,64,122,105,172,105,450.373901367188,517.875061035156,539.744873046875,513.726135253906,463.872955322266,697.404113769531,699.408203125,490.684661865234,908.211120605469,747.809997558594,1183.26916503906,713.848693847656,6,7,3,2,13,12,17,29,34,40,30,17,50.985725402832,58.4697608947754,24.5338573455811,16.0539417266846,102.209289550781,92.9872131347656,130.658676147461,222.341491699219,253.108016967773,284.880004882813,206.384155273438,115.575500488281,11,19,22,21,14,16,38,14,14,16,23,8,93.4738235473633,158.703643798828,179.914947509766,168.566375732422,110.071548461914,123.982955932617,292.060577392578,107.337272644043,104.220947265625,113.951995849609,158.227844238281,54.3884696960449,36,24,19,24,25,41,34,31,33,33,35,20,305.914337158203,200.467758178711,155.381088256836,192.64729309082,196.556335449219,317.706329345703,261.317352294922,237.675384521484,245.663665771484,235.026000976563,240.781509399414,135.971176147461,0,1,0,0,0,1,0,0,1,0,0,0,0,8.35282325744629,0,0,0,7.74893474578857,0,0,7.44435358047485,0,0,0,14,10,12,12,28,12,9,4,4,11,16,14,118.966690063477,83.5282287597656,98.1354293823242,96.3236465454102,220.143096923828,92.9872131347656,69.1722412109375,30.6677913665771,29.7774143218994,78.3419952392578,110.071548461914,95.1798248291016,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,7.74893474578857,0,0,7.44435358047485,14.2439994812012,6.87947177886963,0,23,11,8,24,22,44,42,22,34,18,22,8,195.445281982422,91.8810577392578,65.4236145019531,192.64729309082,172.969573974609,340.953125,322.803771972656,168.6728515625,253.108016967773,128.195999145508,151.348373413086,54.3884696960449,5,5,2,4,5,9,7,2,6,15,20,15,42.4881019592285,41.7641143798828,16.3559036254883,32.1078834533691,39.3112678527832,69.7404098510742,53.8006286621094,15.3338956832886,44.6661224365234,106.82999420166,137.589431762695,101.978378295898,14709,1650361.81811523,5685.35557146289
